país,codigo_pais,factor_(serie),codigo_serie,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Finlandia,FIN,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,64.3963,,66.198,67.1309,67.9684,68.7851,69.6325,70.4481,71.2016,71.9537,72.8121,73.5688,74.0171,,75.5236,,77.4507,,,
Finlandia,FIN,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,15.3638,,,,,,,,,,,,,,,,,,,,,,,34.3545,34.8223,35.0964,,36.2038,,37.5728,,,
Finlandia,FIN,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,108.8452,108.9529,108.1996,106.5051,106.4739,107.7139,107.1361,106.4118,,,,,,,,,,101.2347,101.4121,,99.2449,,99.4256,98.7855,99.444,99.3173,99.1702,99.5763,98.9883,99.4828,99.8045,100.0259,99.9983,99.6362,99.595,
Federación de Rusia,RUS,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,63.071,,,,,,,,,,,,,97.1546,,,,,,,,93.8479,,,,,,,,,,,98.5755,
Federación de Rusia,RUS,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,89.2095,,,,,,,,84.9879,,,,,,,,,,,92.1768,
Federación de Rusia,RUS,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,14.0782,,,,,,,,,,,,,55.9688,,,,,,,,63.0594,,,,,,,,,,,76.2937,
Federación de Rusia,RUS,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,86.1003,,,,,87.116,,86.4871,90.2304,93.1156,87.3636,84.6809,75.4177,76.6773,76.0078,79.6103,,89.8646,89.6247,92.3126,90.0349,93.1304,90.2258,,99.4839,100.0813,,,
Grecia,GRC,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,37.4,,,,,,,,,,,,,,58.2927,61.9432,61.562,62.0255,,63.1491,,,,67.5204,69.1707,64.8029,,,,73.6619,,
Grecia,GRC,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,30.7,,,,,,,,,,,,,,48.9837,52.9033,52.1716,52.6665,,53.6623,,,,56.2749,57.9251,54.638,,,,65.2687,,
Grecia,GRC,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,8.7,,,,,,,,,,,,,,23.2666,23.9964,25.3002,25.6896,,26.8417,,,,29.7685,30.4805,26.699,,,,34.8261,,
Grecia,GRC,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,86.6592,87.9153,89.4744,86.2139,87.2349,87.4758,,,,,,,,,,,,,101.1468,92.6189,101.1182,,,102.8965,99.3447,100.1475,96.9499,90.3955,90.5969,90.6232,92.7664,93.0551,93.7622,93.803,95.239,
India,IND,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,37.5658,,,,,42.0984,,46.1415,46.0779,49.3152,,49.7525
India,IND,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,26.8885,,,,,,,32.3433,,31.7094,,31.6139
India,IND,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,10.0124,,,,,,,11.0652,,13.3773,,13.2356
India,IND,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,41.5033,42.5589,43.2211,,,,,,,,,,,,,52.7627,55.8947,,,61.3259,,66.5472,,,74.7041,,,83.1804,82.4347,83.2376,83.1646,,83.2073,85.5816,87.2858,87.2359
Marruecos,MAR,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marruecos,MAR,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marruecos,MAR,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marruecos,MAR,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,27.1278,29.0927,31.326,32.273,33.1473,31.1903,29.1378,32.2614,32.8036,,32.4498,,32.1287,33.7297,35.3399,38.6756,39.7589,41.1601,,46.2296,51.0072,54.6312,60.1194,60.5113,61.4049,61.5098,63.4698,66.6902,68.7545,66.5484,64.4376,64.5238,63.8373,66.9742,73.8758,72.2883
México,MEX,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,32.6395,,,,,,,,,,40.11,,41.02,,45.02,47.6765,47.63,51.8123,48.42,54.3646,52.11,,54.76,56.5584,57.09,59.5388,60.04,61.1711,62.2,,64.49,,
México,MEX,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,19.9112,,,,,,,,,,18.9,,23.04,,23.9,25.8786,25.72,30.2055,25.09,31.3503,27.98,,29.52,31.6299,31.12,33.3462,32.18,34.1091,34.03,,36.27,,
México,MEX,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1532,15.8233,16.4496,,18.7715,,
México,MEX,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,62.6848,63.2409,64.2896,62.4028,60.4575,60.8013,60.9058,62.082,63.2573,,68.031,,,69.4374,,73.7596,76.349,78.3994,80.4901,80.5547,81.8504,82.5928,84.8616,85.1636,85.3707,85.1352,86.5377,87.0949,93.2771,96.7192,98.2658,92.5741,91.4257,90.8839,92.4205,
Nepal,NPL,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,22.8982,,,,,,,,,,26.6,,,,,27.7912,,,32.5764,,,
Nepal,NPL,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,16.9419,,,,,,,,,,16.5839,,,,,,,,12.2011,,,
Nepal,NPL,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,6.6944,,,,,,,,,,9.3409,,,,,,,,,,,
Nepal,NPL,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,30.2251,,,33.1743,35.9474,,,,,,,37.1117,40.446,43.9579,45.6297,44.8657,,,,,57.7748,,67.8414,69.6675,76.2609,80.4496,84.6845,87.4922,89.4947,93.5122,,98.6788,99.2734,95.8379,101.3842
Níger,NER,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,8.3652,,,,,,4.3607,,,,
Níger,NER,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,3.2781,,,,,,2.0158,,,,
Níger,NER,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,1.705,,,,,,,,,,
Níger,NER,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,4.0502,4.5119,4.6661,4.6392,,,,,5.976,,,4.5074,4.5734,4.1746,4.5852,6.4711,6.8096,7.6109,7.2981,8.5115,8.6321,8.477,9.795,11.2096,11.6924,11.895,14.9057,16.2383,17.4376,18.6551,17.396,,15.9748,
Países Bajos,NLD,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,89.1662,88.988,,90.2391,89.4681,89.4434,89.5228,89.4313,89.8591,89.4115,89.3654,89.4881,89.714,,90.3683,,91.2178,,
Países Bajos,NLD,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,64.7281,64.9545,,67.4487,66.2212,66.3446,66.7723,66.4096,67.0986,69.5297,69.4222,69.5704,69.9872,,71.105,,72.9594,,
Países Bajos,NLD,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,29.3052,,31.5125,31.1592,31.6965,32.1888,31.6274,32.0578,30.2878,30.5606,31.2098,31.7883,,33.2914,,36.963,,
Países Bajos,NLD,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,63.8194,66.4042,65.704,67.4476,65.6777,65.7849,,,,,,,62.4997,,,,,,,,,,,,,,,,,,,,,,,
Nueva Zelandia,NZL,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,63.1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.9198,,
Nueva Zelandia,NZL,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,46.88,,,,,,,,,,71.1892,,,,,72.7723,,,,,67.9929,68.7553,,69.4948,69.6625,70.0287,,,,75.1136,,
Nueva Zelandia,NZL,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,39.0849,,,,,,,,,,34.9423,,,,,42.4216,,,,,48.1067,47.0175,,45.7995,44.0987,46.102,,,,51.0511,,
Nueva Zelandia,NZL,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reino Unido,GBR,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,99.7686,99.8079,99.8556,99.8083,99.8323,99.8598,,,99.7478,,,99.8026,,
Reino Unido,GBR,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,84.6722,86.4258,86.0834,87.7357,74.0023,74.7064,,,77.1117,,,79.9111,,
Reino Unido,GBR,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,31.5697,33.8117,33.059,36.9504,,,,,,,,,,
Reino Unido,GBR,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.7536,98.6717,97.1765,95.7202,96.6136,
Rwanda,RWA,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,12.1765,,11.9742,12.0063,,,13.4044,,16.3788,,
Rwanda,RWA,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,8.4163,,8.4581,7.5212,,,9.859,,10.9621,,
Rwanda,RWA,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rwanda,RWA,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,0.9178,0.9967,1.5826,1.745,1.6521,1.7005,,,,,,,,,,,,,,,,,,,,35.9148,,36.1722,34.6491,34.3802,35.7259,34.905,40.1644,,41.0067,37.0175
Samoa,WSM,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.734,,,
Samoa,WSM,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,63.0376,,,,,,,,,,72.4652,,,,,,,,39.5637,,,
Samoa,WSM,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,12.5573,,,,,,,,,,15.2639,,,,,,,,,,,
Samoa,WSM,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,111.3915,104.5607,99.1581,101.0613,95.7232,97.4946,95.4814,97.7363,93.0355,89.5671,87.9784,91.425,88.9322,92.4332,,98.2688,100.0,97.3258,96.587,,98.4467,101.0114,99.1487,102.313,99.9786,98.7686,101.1005,100.3685,98.5774
Sierra Leona,SLE,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,18.937,,,,,,,,,,,,,22.7418,,23.1486,,,
Sierra Leona,SLE,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,12.1297,,,,,,,,,,,,,8.1615,,12.0927,,,
Sierra Leona,SLE,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,5.4651,,,,,,,,,,,,,,,,,,
Sierra Leona,SLE,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,20.6322,,,,,,,,,,39.8265,47.5796,45.8422,,45.6021,55.4508,48.389,48.8556,70.4134,75.9473,54.9655,
Sudáfrica,ZAF,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,55.5889,61.417,64.0429,64.3937,65.4492,66.3533,67.2861,67.9993,71.9147,72.2415,73.1274,75.3303,,76.5853,77.1809,66.3865,72.3279,,81.8047,79.2551,83.9269,
Sudáfrica,ZAF,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,26.9764,47.2396,49.3577,50.2828,50.9587,51.6933,51.9497,54.1827,57.0945,58.0103,59.0254,61.5174,,64.2157,64.6244,37.8307,61.3384,,69.6974,49.1273,73.2905,
Sudáfrica,ZAF,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,8.8871,10.2611,10.4129,10.8796,10.9743,10.3197,10.852,11.9939,12.2494,12.4132,12.7268,13.602,,14.6152,15.1958,,13.6938,,44.8526,,49.0658,
Sudáfrica,ZAF,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,70.8149,,,,,,,,72.0607,68.6616,,80.7875,68.0112,65.5104,,,,,,,,,,,,85.326,,88.1688,87.5237,90.2189,97.2313,
Singapur,SGP,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,36.0337,,,,,58.0868,,,,,,,,,,70.7688,71.8799,73.0117,74.9488,74.7969,76.1983,76.6996,77.3911,78.1345,78.5876,79.3682,79.6072,80.0077,81.4236,82.178,83.0585,,
Singapur,SGP,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,12.8351,,,,,21.3143,,,,,,,,,,59.3845,58.7478,59.6463,63.1728,63.1781,65.5211,66.5693,67.7048,68.7807,69.5463,70.9171,70.6932,71.3995,73.5238,74.4834,74.5499,,
Singapur,SGP,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,38.2561,36.7558,37.7844,40.4071,40.7291,46.4756,46.9352,48.6826,50.0019,51.1526,52.041,52.7865,54.2321,55.7606,57.2499,58.2862,,
Singapur,SGP,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.3664,104.6318,99.6466,100.1598,100.3562,97.7594,
Suiza,CHE,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,95.9206,95.9662,96.0546,96.2766,,97.0207,97.0939,96.8902,,97.0853,97.1908,,,
Suiza,CHE,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,82.7154,81.7433,81.6319,82.4816,,84.6439,85.19,84.5369,,85.6818,86.645,,,
Suiza,CHE,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,33.651,36.1045,36.4034,37.7604,,,,,,,,,,
Suiza,CHE,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,98.0419,,,,,94.2803,95.4726,,,95.3388,96.1229,96.0122,97.0579,96.6871,96.1659,95.8362,95.7017,100.7327,98.255,97.438,95.7274,96.4399,96.1076,
Venezuela,VEN,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,23.7599,,,,,,,,,,41.84,43.76,43.88,44.39,44.46,48.1,49.84,50.86,52.59,53.71,55.08,56.8,56.71,58.78,60.3,69.5972,74.4302,,,,,,
Venezuela,VEN,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,30.06,31.91,31.71,32.49,32.51,35.1,38.38,39.74,41.45,42.95,44.88,46.94,47.29,49.72,51.41,55.7933,61.9246,,,,,,
Venezuela,VEN,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,24.6898,,,,,,,,,,24.8644,,,,30.781,35.4028,,,,,,
Venezuela,VEN,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,41.891,41.0183,40.4643,40.44,41.3754,42.1579,42.5189,,,44.393,47.074,,47.1477,50.7336,53.6196,57.1916,59.2982,63.5639,66.6504,68.4155,73.0594,77.6392,77.5828,75.9458,76.1858,77.8474,78.4518,75.807,75.1931,73.8208,71.9253,,,,,
Colombia,COL,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,41.2712,,,,,,,,,37.68,38.37,39.72,40.8,37.8822,41.9316,43.64,43.11,44.49,45.51,46.57,48.26,49.5,50.42,52.07,53.07,54.44,55.81,57.74,58.49,
Colombia,COL,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,27.6782,,,,,,,,,32.29,33.23,34.68,35.55,32.2697,36.5238,38.46,37.98,39.47,40.42,41.57,43.42,44.62,45.5,47.27,48.4,49.78,51.1,53.16,53.99,
Colombia,COL,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.627,22.5395,,
Colombia,COL,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,43.1848,43.8398,44.316,,,,48.2457,,,,,70.8084,,,62.9432,68.3175,,74.2582,79.704,82.3604,84.4008,86.3007,92.4255,94.7385,92.6862,89.2021,75.1914,76.5693,76.963,77.2069,77.1372,78.6998,79.6781,79.8331,85.6851,
Japón,JPN,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6152,,
Japón,JPN,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,65.6371,,,,,,,,,,,,,,,,,,,,80.3394,,,,,,,,,,85.1767,,
Japón,JPN,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6298,,
Japón,JPN,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,100.2886,99.2624,102.5077,105.1409,103.78,103.3589,,105.776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,32.9116,29.0737,,,,,,,,,60.52,58.7557,,
Kenya,KEN,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,,,,,,,,,,,,,,,,,,,,27.0563,22.0286,,,,,,,,,33.3884,29.3752,,
Kenya,KEN,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,,,,,,,,,,,,,,,,,,,,7.7285,7.9233,,,,,,,,,,,,
Kenya,KEN,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.6227,80.8558,81.5167,,,,,,
Noruega,NOR,"Nivel de instrucción, al menos ciclo inferior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.LO.ZS,,,,,,,,,,,,,,,,,,99.8219,99.8263,99.8086,99.8129,99.7248,99.703,99.7041,99.5989,,,99.2095,99.2288,99.234,99.2403,,99.1882,,,
Noruega,NOR,"Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.UP.ZS,,,,66.0345,,,,,,,,,,,,,,70.615,71.2689,73.2487,73.7688,74.9272,74.8919,75.4142,75.992,,,77.0061,77.4857,77.8364,78.2241,,78.7484,,,
Noruega,NOR,"Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, total (%) (acumulativo)",SE.SEC.CUAT.PO.ZS,,,,18.3742,,,,,,,,,,,,,,29.6287,30.4955,31.1538,31.8245,32.8405,33.4039,34.2062,35.206,,,37.5376,38.0225,38.7758,39.5991,,40.8386,,,
Noruega,NOR,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,,,,,,,,,,,,98.9337,98.6864,98.6842,98.8233,98.5747,98.5452,98.5386,98.6955,98.3271,99.3253,100.3788,100.1049,99.8334,100.056,100.0031,100.7934,99.6493,99.6955,99.4464,99.8459,99.7865,99.4301,99.5758,99.5858,
