país,factor_(serie),Año,Valor
Países Bajos,"Esperanza de vida al nacer, total (años)",1996,77.4356
Países Bajos,"Esperanza de vida al nacer, mujeres (años)",1996,80.35
Países Bajos,"Esperanza de vida al nacer, varones (años)",1996,74.66
Nueva Zelandia,"Esperanza de vida al nacer, total (años)",1996,76.7878
Nueva Zelandia,"Esperanza de vida al nacer, mujeres (años)",1996,79.4
Nueva Zelandia,"Esperanza de vida al nacer, varones (años)",1996,74.3
Reino Unido,"Esperanza de vida al nacer, total (años)",1996,77.0878
Reino Unido,"Esperanza de vida al nacer, mujeres (años)",1996,79.7
Reino Unido,"Esperanza de vida al nacer, varones (años)",1996,74.6
Rwanda,"Esperanza de vida al nacer, total (años)",1996,40.698
Rwanda,"Esperanza de vida al nacer, mujeres (años)",1996,42.153
Rwanda,"Esperanza de vida al nacer, varones (años)",1996,39.2
Samoa,"Esperanza de vida al nacer, total (años)",1996,69.588
Samoa,"Esperanza de vida al nacer, mujeres (años)",1996,72.797
Samoa,"Esperanza de vida al nacer, varones (años)",1996,66.85
Sierra Leona,"Esperanza de vida al nacer, total (años)",1996,43.68
Sierra Leona,"Esperanza de vida al nacer, mujeres (años)",1996,44.776
Sierra Leona,"Esperanza de vida al nacer, varones (años)",1996,42.577
Sudáfrica,"Esperanza de vida al nacer, total (años)",1996,61.459
Sudáfrica,"Esperanza de vida al nacer, mujeres (años)",1996,64.721
Sudáfrica,"Esperanza de vida al nacer, varones (años)",1996,57.762
Singapur,"Esperanza de vida al nacer, total (años)",1996,76.5951
Singapur,"Esperanza de vida al nacer, mujeres (años)",1996,78.9
Singapur,"Esperanza de vida al nacer, varones (años)",1996,74.4
Suiza,"Esperanza de vida al nacer, total (años)",1996,78.8961
Suiza,"Esperanza de vida al nacer, mujeres (años)",1996,82.0
Suiza,"Esperanza de vida al nacer, varones (años)",1996,75.94
Venezuela,"Esperanza de vida al nacer, total (años)",1996,72.111
Venezuela,"Esperanza de vida al nacer, mujeres (años)",1996,74.832
Venezuela,"Esperanza de vida al nacer, varones (años)",1996,69.504
Colombia,"Esperanza de vida al nacer, total (años)",1996,70.189
Colombia,"Esperanza de vida al nacer, mujeres (años)",1996,74.5
Colombia,"Esperanza de vida al nacer, varones (años)",1996,66.13
Japón,"Esperanza de vida al nacer, total (años)",1996,80.2198
Japón,"Esperanza de vida al nacer, mujeres (años)",1996,83.59
Japón,"Esperanza de vida al nacer, varones (años)",1996,77.01
Kenya,"Esperanza de vida al nacer, total (años)",1996,55.161
Kenya,"Esperanza de vida al nacer, mujeres (años)",1996,56.955
Kenya,"Esperanza de vida al nacer, varones (años)",1996,53.326
Noruega,"Esperanza de vida al nacer, total (años)",1996,78.1505
Noruega,"Esperanza de vida al nacer, mujeres (años)",1996,81.07
Noruega,"Esperanza de vida al nacer, varones (años)",1996,75.37
Afganistán,"Esperanza de vida al nacer, total (años)",1997,53.634
Afganistán,"Esperanza de vida al nacer, mujeres (años)",1997,55.151
Afganistán,"Esperanza de vida al nacer, varones (años)",1997,52.153
Alemania,"Esperanza de vida al nacer, total (años)",1997,77.0732
Alemania,"Esperanza de vida al nacer, mujeres (años)",1997,80.3
Alemania,"Esperanza de vida al nacer, varones (años)",1997,74.0
Argelia,"Esperanza de vida al nacer, total (años)",1997,69.171
Argelia,"Esperanza de vida al nacer, mujeres (años)",1997,70.925
Argelia,"Esperanza de vida al nacer, varones (años)",1997,67.49
Arabia Saudita,"Esperanza de vida al nacer, total (años)",1997,71.483
Arabia Saudita,"Esperanza de vida al nacer, mujeres (años)",1997,73.407
Arabia Saudita,"Esperanza de vida al nacer, varones (años)",1997,70.207
Argentina,"Esperanza de vida al nacer, total (años)",1997,73.09
Argentina,"Esperanza de vida al nacer, mujeres (años)",1997,76.464
Argentina,"Esperanza de vida al nacer, varones (años)",1997,69.705
Australia,"Esperanza de vida al nacer, total (años)",1997,78.4805
Australia,"Esperanza de vida al nacer, mujeres (años)",1997,81.4
Australia,"Esperanza de vida al nacer, varones (años)",1997,75.7
Austria,"Esperanza de vida al nacer, total (años)",1997,77.3195
Austria,"Esperanza de vida al nacer, mujeres (años)",1997,80.7
Austria,"Esperanza de vida al nacer, varones (años)",1997,74.1
Brasil,"Esperanza de vida al nacer, total (años)",1997,68.813
Brasil,"Esperanza de vida al nacer, mujeres (años)",1997,72.03
Brasil,"Esperanza de vida al nacer, varones (años)",1997,65.743
Burkina Faso,"Esperanza de vida al nacer, total (años)",1997,49.4
Burkina Faso,"Esperanza de vida al nacer, mujeres (años)",1997,50.526
Burkina Faso,"Esperanza de vida al nacer, varones (años)",1997,48.176
China,"Esperanza de vida al nacer, total (años)",1997,70.672
China,"Esperanza de vida al nacer, mujeres (años)",1997,72.915
China,"Esperanza de vida al nacer, varones (años)",1997,68.558
Canadá,"Esperanza de vida al nacer, total (años)",1997,78.4124
Canadá,"Esperanza de vida al nacer, mujeres (años)",1997,81.25
Canadá,"Esperanza de vida al nacer, varones (años)",1997,75.71
Camboya,"Esperanza de vida al nacer, total (años)",1997,56.743
Camboya,"Esperanza de vida al nacer, mujeres (años)",1997,58.622
Camboya,"Esperanza de vida al nacer, varones (años)",1997,54.708
Chad,"Esperanza de vida al nacer, total (años)",1997,47.217
Chad,"Esperanza de vida al nacer, mujeres (años)",1997,48.187
Chad,"Esperanza de vida al nacer, varones (años)",1997,46.231
Dinamarca,"Esperanza de vida al nacer, total (años)",1997,75.9451
Dinamarca,"Esperanza de vida al nacer, mujeres (años)",1997,78.46
Dinamarca,"Esperanza de vida al nacer, varones (años)",1997,73.55
Ecuador,"Esperanza de vida al nacer, total (años)",1997,71.681
Ecuador,"Esperanza de vida al nacer, mujeres (años)",1997,74.857
Ecuador,"Esperanza de vida al nacer, varones (años)",1997,68.599
Emiratos Árabes Unidos,"Esperanza de vida al nacer, total (años)",1997,72.937
Emiratos Árabes Unidos,"Esperanza de vida al nacer, mujeres (años)",1997,75.534
Emiratos Árabes Unidos,"Esperanza de vida al nacer, varones (años)",1997,71.555
"Egipto, República Árabe de","Esperanza de vida al nacer, total (años)",1997,67.197
"Egipto, República Árabe de","Esperanza de vida al nacer, mujeres (años)",1997,69.242
"Egipto, República Árabe de","Esperanza de vida al nacer, varones (años)",1997,65.104
Cuba,"Esperanza de vida al nacer, total (años)",1997,75.222
Cuba,"Esperanza de vida al nacer, mujeres (años)",1997,77.671
Cuba,"Esperanza de vida al nacer, varones (años)",1997,72.971
Costa Rica,"Esperanza de vida al nacer, total (años)",1997,77.07
Costa Rica,"Esperanza de vida al nacer, mujeres (años)",1997,79.661
Costa Rica,"Esperanza de vida al nacer, varones (años)",1997,74.646
Estados Unidos,"Esperanza de vida al nacer, total (años)",1997,76.4293
Estados Unidos,"Esperanza de vida al nacer, mujeres (años)",1997,79.4
Estados Unidos,"Esperanza de vida al nacer, varones (años)",1997,73.6
España,"Esperanza de vida al nacer, total (años)",1997,78.6041
España,"Esperanza de vida al nacer, mujeres (años)",1997,82.21
España,"Esperanza de vida al nacer, varones (años)",1997,75.17
Fiji,"Esperanza de vida al nacer, total (años)",1997,66.448
Fiji,"Esperanza de vida al nacer, mujeres (años)",1997,68.817
Fiji,"Esperanza de vida al nacer, varones (años)",1997,64.306
Finlandia,"Esperanza de vida al nacer, total (años)",1997,76.8785
Finlandia,"Esperanza de vida al nacer, mujeres (años)",1997,80.51
Finlandia,"Esperanza de vida al nacer, varones (años)",1997,73.42
Federación de Rusia,"Esperanza de vida al nacer, total (años)",1997,66.6988
Federación de Rusia,"Esperanza de vida al nacer, mujeres (años)",1997,72.84
Federación de Rusia,"Esperanza de vida al nacer, varones (años)",1997,60.85
Grecia,"Esperanza de vida al nacer, total (años)",1997,78.1366
Grecia,"Esperanza de vida al nacer, mujeres (años)",1997,80.8
Grecia,"Esperanza de vida al nacer, varones (años)",1997,75.6
India,"Esperanza de vida al nacer, total (años)",1997,61.388
India,"Esperanza de vida al nacer, mujeres (años)",1997,62.148
India,"Esperanza de vida al nacer, varones (años)",1997,60.665
Marruecos,"Esperanza de vida al nacer, total (años)",1997,65.629
Marruecos,"Esperanza de vida al nacer, mujeres (años)",1997,67.268
Marruecos,"Esperanza de vida al nacer, varones (años)",1997,64.079
México,"Esperanza de vida al nacer, total (años)",1997,72.445
México,"Esperanza de vida al nacer, mujeres (años)",1997,75.834
México,"Esperanza de vida al nacer, varones (años)",1997,69.194
Nepal,"Esperanza de vida al nacer, total (años)",1997,60.771
Nepal,"Esperanza de vida al nacer, mujeres (años)",1997,61.855
Nepal,"Esperanza de vida al nacer, varones (años)",1997,59.706
Níger,"Esperanza de vida al nacer, total (años)",1997,47.505
Níger,"Esperanza de vida al nacer, mujeres (años)",1997,47.917
Níger,"Esperanza de vida al nacer, varones (años)",1997,47.008
Países Bajos,"Esperanza de vida al nacer, total (años)",1997,77.7944
Países Bajos,"Esperanza de vida al nacer, mujeres (años)",1997,80.55
Países Bajos,"Esperanza de vida al nacer, varones (años)",1997,75.17
Nueva Zelandia,"Esperanza de vida al nacer, total (años)",1997,77.3341
Nueva Zelandia,"Esperanza de vida al nacer, mujeres (años)",1997,80.1
Nueva Zelandia,"Esperanza de vida al nacer, varones (años)",1997,74.7
Reino Unido,"Esperanza de vida al nacer, total (años)",1997,77.211
Reino Unido,"Esperanza de vida al nacer, mujeres (años)",1997,79.9
Reino Unido,"Esperanza de vida al nacer, varones (años)",1997,74.65
Rwanda,"Esperanza de vida al nacer, total (años)",1997,40.64
Rwanda,"Esperanza de vida al nacer, mujeres (años)",1997,42.451
Rwanda,"Esperanza de vida al nacer, varones (años)",1997,38.784
Samoa,"Esperanza de vida al nacer, total (años)",1997,69.875
Samoa,"Esperanza de vida al nacer, mujeres (años)",1997,73.057
Samoa,"Esperanza de vida al nacer, varones (años)",1997,67.146
Sierra Leona,"Esperanza de vida al nacer, total (años)",1997,43.715
Sierra Leona,"Esperanza de vida al nacer, mujeres (años)",1997,44.857
Sierra Leona,"Esperanza de vida al nacer, varones (años)",1997,42.569
Sudáfrica,"Esperanza de vida al nacer, total (años)",1997,60.805
Sudáfrica,"Esperanza de vida al nacer, mujeres (años)",1997,63.828
Sudáfrica,"Esperanza de vida al nacer, varones (años)",1997,57.276
Singapur,"Esperanza de vida al nacer, total (años)",1997,76.8976
Singapur,"Esperanza de vida al nacer, mujeres (años)",1997,79.1
Singapur,"Esperanza de vida al nacer, varones (años)",1997,74.8
Suiza,"Esperanza de vida al nacer, total (años)",1997,79.0795
Suiza,"Esperanza de vida al nacer, mujeres (años)",1997,82.04
Suiza,"Esperanza de vida al nacer, varones (años)",1997,76.26
Venezuela,"Esperanza de vida al nacer, total (años)",1997,72.703
Venezuela,"Esperanza de vida al nacer, mujeres (años)",1997,75.533
Venezuela,"Esperanza de vida al nacer, varones (años)",1997,69.994
Colombia,"Esperanza de vida al nacer, total (años)",1997,70.492
Colombia,"Esperanza de vida al nacer, mujeres (años)",1997,74.798
Colombia,"Esperanza de vida al nacer, varones (años)",1997,66.431
Japón,"Esperanza de vida al nacer, total (años)",1997,80.4241
Japón,"Esperanza de vida al nacer, mujeres (años)",1997,83.82
Japón,"Esperanza de vida al nacer, varones (años)",1997,77.19
Kenya,"Esperanza de vida al nacer, total (años)",1997,54.816
Kenya,"Esperanza de vida al nacer, mujeres (años)",1997,56.534
Kenya,"Esperanza de vida al nacer, varones (años)",1997,53.053
Noruega,"Esperanza de vida al nacer, total (años)",1997,78.1427
Noruega,"Esperanza de vida al nacer, mujeres (años)",1997,80.97
Noruega,"Esperanza de vida al nacer, varones (años)",1997,75.45
Afganistán,"Esperanza de vida al nacer, total (años)",1998,52.943
Afganistán,"Esperanza de vida al nacer, mujeres (años)",1998,54.818
Afganistán,"Esperanza de vida al nacer, varones (años)",1998,51.134
Alemania,"Esperanza de vida al nacer, total (años)",1998,77.4756
Alemania,"Esperanza de vida al nacer, mujeres (años)",1998,80.6
Alemania,"Esperanza de vida al nacer, varones (años)",1998,74.5
Argelia,"Esperanza de vida al nacer, total (años)",1998,69.451
Argelia,"Esperanza de vida al nacer, mujeres (años)",1998,71.262
Argelia,"Esperanza de vida al nacer, varones (años)",1998,67.744
Arabia Saudita,"Esperanza de vida al nacer, total (años)",1998,71.879
Arabia Saudita,"Esperanza de vida al nacer, mujeres (años)",1998,73.577
Arabia Saudita,"Esperanza de vida al nacer, varones (años)",1998,70.719
Argentina,"Esperanza de vida al nacer, total (años)",1998,73.474
Argentina,"Esperanza de vida al nacer, mujeres (años)",1998,76.758
Argentina,"Esperanza de vida al nacer, varones (años)",1998,70.149
Australia,"Esperanza de vida al nacer, total (años)",1998,78.6317
Australia,"Esperanza de vida al nacer, mujeres (años)",1998,81.5
Australia,"Esperanza de vida al nacer, varones (años)",1998,75.9
Austria,"Esperanza de vida al nacer, total (años)",1998,77.6707
Austria,"Esperanza de vida al nacer, mujeres (años)",1998,81.0
Austria,"Esperanza de vida al nacer, varones (años)",1998,74.5
Brasil,"Esperanza de vida al nacer, total (años)",1998,69.189
Brasil,"Esperanza de vida al nacer, mujeres (años)",1998,72.432
Brasil,"Esperanza de vida al nacer, varones (años)",1998,66.091
Burkina Faso,"Esperanza de vida al nacer, total (años)",1998,49.991
Burkina Faso,"Esperanza de vida al nacer, mujeres (años)",1998,51.191
Burkina Faso,"Esperanza de vida al nacer, varones (años)",1998,48.691
China,"Esperanza de vida al nacer, total (años)",1998,71.172
China,"Esperanza de vida al nacer, mujeres (años)",1998,73.587
China,"Esperanza de vida al nacer, varones (años)",1998,68.916
Canadá,"Esperanza de vida al nacer, total (años)",1998,78.6237
Canadá,"Esperanza de vida al nacer, mujeres (años)",1998,81.41
Canadá,"Esperanza de vida al nacer, varones (años)",1998,75.97
Camboya,"Esperanza de vida al nacer, total (años)",1998,57.028
Camboya,"Esperanza de vida al nacer, mujeres (años)",1998,58.909
Camboya,"Esperanza de vida al nacer, varones (años)",1998,54.991
Chad,"Esperanza de vida al nacer, total (años)",1998,47.224
Chad,"Esperanza de vida al nacer, mujeres (años)",1998,48.234
Chad,"Esperanza de vida al nacer, varones (años)",1998,46.203
Dinamarca,"Esperanza de vida al nacer, total (años)",1998,76.139
Dinamarca,"Esperanza de vida al nacer, mujeres (años)",1998,78.7
Dinamarca,"Esperanza de vida al nacer, varones (años)",1998,73.7
Ecuador,"Esperanza de vida al nacer, total (años)",1998,72.045
Ecuador,"Esperanza de vida al nacer, mujeres (años)",1998,75.209
Ecuador,"Esperanza de vida al nacer, varones (años)",1998,68.972
Emiratos Árabes Unidos,"Esperanza de vida al nacer, total (años)",1998,73.066
Emiratos Árabes Unidos,"Esperanza de vida al nacer, mujeres (años)",1998,75.676
Emiratos Árabes Unidos,"Esperanza de vida al nacer, varones (años)",1998,71.704
"Egipto, República Árabe de","Esperanza de vida al nacer, total (años)",1998,67.471
"Egipto, República Árabe de","Esperanza de vida al nacer, mujeres (años)",1998,69.364
"Egipto, República Árabe de","Esperanza de vida al nacer, varones (años)",1998,65.528
Cuba,"Esperanza de vida al nacer, total (años)",1998,75.564
Cuba,"Esperanza de vida al nacer, mujeres (años)",1998,78.003
Cuba,"Esperanza de vida al nacer, varones (años)",1998,73.31
Costa Rica,"Esperanza de vida al nacer, total (años)",1998,76.896
Costa Rica,"Esperanza de vida al nacer, mujeres (años)",1998,79.253
Costa Rica,"Esperanza de vida al nacer, varones (años)",1998,74.658
Estados Unidos,"Esperanza de vida al nacer, total (años)",1998,76.5805
Estados Unidos,"Esperanza de vida al nacer, mujeres (años)",1998,79.5
Estados Unidos,"Esperanza de vida al nacer, varones (años)",1998,73.8
España,"Esperanza de vida al nacer, total (años)",1998,78.6659
España,"Esperanza de vida al nacer, mujeres (años)",1998,82.2
España,"Esperanza de vida al nacer, varones (años)",1998,75.3
Fiji,"Esperanza de vida al nacer, total (años)",1998,66.68
Fiji,"Esperanza de vida al nacer, mujeres (años)",1998,69.117
Fiji,"Esperanza de vida al nacer, varones (años)",1998,64.488
Finlandia,"Esperanza de vida al nacer, total (años)",1998,77.0907
Finlandia,"Esperanza de vida al nacer, mujeres (años)",1998,80.84
Finlandia,"Esperanza de vida al nacer, varones (años)",1998,73.52
Federación de Rusia,"Esperanza de vida al nacer, total (años)",1998,67.0298
Federación de Rusia,"Esperanza de vida al nacer, mujeres (años)",1998,73.13
Federación de Rusia,"Esperanza de vida al nacer, varones (años)",1998,61.22
Grecia,"Esperanza de vida al nacer, total (años)",1998,77.839
Grecia,"Esperanza de vida al nacer, mujeres (años)",1998,80.4
Grecia,"Esperanza de vida al nacer, varones (años)",1998,75.4
India,"Esperanza de vida al nacer, total (años)",1998,61.792
India,"Esperanza de vida al nacer, mujeres (años)",1998,62.595
India,"Esperanza de vida al nacer, varones (años)",1998,61.028
Marruecos,"Esperanza de vida al nacer, total (años)",1998,66.018
Marruecos,"Esperanza de vida al nacer, mujeres (años)",1998,67.683
Marruecos,"Esperanza de vida al nacer, varones (años)",1998,64.441
México,"Esperanza de vida al nacer, total (años)",1998,72.845
México,"Esperanza de vida al nacer, mujeres (años)",1998,76.082
México,"Esperanza de vida al nacer, varones (años)",1998,69.717
Nepal,"Esperanza de vida al nacer, total (años)",1998,61.549
Nepal,"Esperanza de vida al nacer, mujeres (años)",1998,62.963
Nepal,"Esperanza de vida al nacer, varones (años)",1998,60.186
Níger,"Esperanza de vida al nacer, total (años)",1998,48.191
Níger,"Esperanza de vida al nacer, mujeres (años)",1998,48.668
Níger,"Esperanza de vida al nacer, varones (años)",1998,47.63
Países Bajos,"Esperanza de vida al nacer, total (años)",1998,77.8829
Países Bajos,"Esperanza de vida al nacer, mujeres (años)",1998,80.7
Países Bajos,"Esperanza de vida al nacer, varones (años)",1998,75.2
Nueva Zelandia,"Esperanza de vida al nacer, total (años)",1998,78.0854
Nueva Zelandia,"Esperanza de vida al nacer, mujeres (años)",1998,80.8
Nueva Zelandia,"Esperanza de vida al nacer, varones (años)",1998,75.5
Reino Unido,"Esperanza de vida al nacer, total (años)",1998,77.1902
Reino Unido,"Esperanza de vida al nacer, mujeres (años)",1998,79.7
Reino Unido,"Esperanza de vida al nacer, varones (años)",1998,74.8
Rwanda,"Esperanza de vida al nacer, total (años)",1998,41.681
Rwanda,"Esperanza de vida al nacer, mujeres (años)",1998,43.651
Rwanda,"Esperanza de vida al nacer, varones (años)",1998,39.662
Samoa,"Esperanza de vida al nacer, total (años)",1998,70.171
Samoa,"Esperanza de vida al nacer, mujeres (años)",1998,73.315
Samoa,"Esperanza de vida al nacer, varones (años)",1998,67.461
Sierra Leona,"Esperanza de vida al nacer, total (años)",1998,42.789
Sierra Leona,"Esperanza de vida al nacer, mujeres (años)",1998,44.685
Sierra Leona,"Esperanza de vida al nacer, varones (años)",1998,40.975
Sudáfrica,"Esperanza de vida al nacer, total (años)",1998,60.001
Sudáfrica,"Esperanza de vida al nacer, mujeres (años)",1998,62.883
Sudáfrica,"Esperanza de vida al nacer, varones (años)",1998,56.624
Singapur,"Esperanza de vida al nacer, total (años)",1998,77.3
Singapur,"Esperanza de vida al nacer, mujeres (años)",1998,79.4
Singapur,"Esperanza de vida al nacer, varones (años)",1998,75.3
Suiza,"Esperanza de vida al nacer, total (años)",1998,79.3244
Suiza,"Esperanza de vida al nacer, mujeres (años)",1998,82.5
Suiza,"Esperanza de vida al nacer, varones (años)",1998,76.3
Venezuela,"Esperanza de vida al nacer, total (años)",1998,72.668
Venezuela,"Esperanza de vida al nacer, mujeres (años)",1998,75.775
Venezuela,"Esperanza de vida al nacer, varones (años)",1998,69.725
Colombia,"Esperanza de vida al nacer, total (años)",1998,70.738
Colombia,"Esperanza de vida al nacer, mujeres (años)",1998,75.053
Colombia,"Esperanza de vida al nacer, varones (años)",1998,66.662
Japón,"Esperanza de vida al nacer, total (años)",1998,80.5015
Japón,"Esperanza de vida al nacer, mujeres (años)",1998,84.01
Japón,"Esperanza de vida al nacer, varones (años)",1998,77.16
Kenya,"Esperanza de vida al nacer, total (años)",1998,54.526
Kenya,"Esperanza de vida al nacer, mujeres (años)",1998,56.082
Kenya,"Esperanza de vida al nacer, varones (años)",1998,52.919
Noruega,"Esperanza de vida al nacer, total (años)",1998,78.3293
Noruega,"Esperanza de vida al nacer, mujeres (años)",1998,81.3
Noruega,"Esperanza de vida al nacer, varones (años)",1998,75.5
Afganistán,"Esperanza de vida al nacer, total (años)",1999,54.846
Afganistán,"Esperanza de vida al nacer, mujeres (años)",1999,56.3
Afganistán,"Esperanza de vida al nacer, varones (años)",1999,53.41
Alemania,"Esperanza de vida al nacer, total (años)",1999,77.7268
Alemania,"Esperanza de vida al nacer, mujeres (años)",1999,80.8
Alemania,"Esperanza de vida al nacer, varones (años)",1999,74.8
Argelia,"Esperanza de vida al nacer, total (años)",1999,70.032
Argelia,"Esperanza de vida al nacer, mujeres (años)",1999,71.414
Argelia,"Esperanza de vida al nacer, varones (años)",1999,68.703
Arabia Saudita,"Esperanza de vida al nacer, total (años)",1999,72.136
Arabia Saudita,"Esperanza de vida al nacer, mujeres (años)",1999,74.082
Arabia Saudita,"Esperanza de vida al nacer, varones (años)",1999,70.811
Argentina,"Esperanza de vida al nacer, total (años)",1999,73.722
Argentina,"Esperanza de vida al nacer, mujeres (años)",1999,76.989
Argentina,"Esperanza de vida al nacer, varones (años)",1999,70.407
Australia,"Esperanza de vida al nacer, total (años)",1999,78.9317
Australia,"Esperanza de vida al nacer, mujeres (años)",1999,81.8
Australia,"Esperanza de vida al nacer, varones (años)",1999,76.2
Austria,"Esperanza de vida al nacer, total (años)",1999,77.8756
Austria,"Esperanza de vida al nacer, mujeres (años)",1999,81.0
Austria,"Esperanza de vida al nacer, varones (años)",1999,74.9
Brasil,"Esperanza de vida al nacer, total (años)",1999,69.524
Brasil,"Esperanza de vida al nacer, mujeres (años)",1999,72.813
Brasil,"Esperanza de vida al nacer, varones (años)",1999,66.381
Burkina Faso,"Esperanza de vida al nacer, total (años)",1999,50.325
Burkina Faso,"Esperanza de vida al nacer, mujeres (años)",1999,51.679
Burkina Faso,"Esperanza de vida al nacer, varones (años)",1999,48.875
China,"Esperanza de vida al nacer, total (años)",1999,71.419
China,"Esperanza de vida al nacer, mujeres (años)",1999,73.582
China,"Esperanza de vida al nacer, varones (años)",1999,69.38
Canadá,"Esperanza de vida al nacer, total (años)",1999,78.839
Canadá,"Esperanza de vida al nacer, mujeres (años)",1999,81.61
Canadá,"Esperanza de vida al nacer, varones (años)",1999,76.2
Camboya,"Esperanza de vida al nacer, total (años)",1999,57.69
Camboya,"Esperanza de vida al nacer, mujeres (años)",1999,59.575
Camboya,"Esperanza de vida al nacer, varones (años)",1999,55.643
Chad,"Esperanza de vida al nacer, total (años)",1999,47.372
Chad,"Esperanza de vida al nacer, mujeres (años)",1999,48.335
Chad,"Esperanza de vida al nacer, varones (años)",1999,46.399
Dinamarca,"Esperanza de vida al nacer, total (años)",1999,76.3415
Dinamarca,"Esperanza de vida al nacer, mujeres (años)",1999,78.8
Dinamarca,"Esperanza de vida al nacer, varones (años)",1999,74.0
Ecuador,"Esperanza de vida al nacer, total (años)",1999,72.463
Ecuador,"Esperanza de vida al nacer, mujeres (años)",1999,75.618
Ecuador,"Esperanza de vida al nacer, varones (años)",1999,69.397
Emiratos Árabes Unidos,"Esperanza de vida al nacer, total (años)",1999,73.67
Emiratos Árabes Unidos,"Esperanza de vida al nacer, mujeres (años)",1999,76.193
Emiratos Árabes Unidos,"Esperanza de vida al nacer, varones (años)",1999,72.348
"Egipto, República Árabe de","Esperanza de vida al nacer, total (años)",1999,67.737
"Egipto, República Árabe de","Esperanza de vida al nacer, mujeres (años)",1999,69.62
"Egipto, República Árabe de","Esperanza de vida al nacer, varones (años)",1999,65.81
Cuba,"Esperanza de vida al nacer, total (años)",1999,75.893
Cuba,"Esperanza de vida al nacer, mujeres (años)",1999,78.315
Cuba,"Esperanza de vida al nacer, varones (años)",1999,73.644
Costa Rica,"Esperanza de vida al nacer, total (años)",1999,77.138
Costa Rica,"Esperanza de vida al nacer, mujeres (años)",1999,79.738
Costa Rica,"Esperanza de vida al nacer, varones (años)",1999,74.695
Estados Unidos,"Esperanza de vida al nacer, total (años)",1999,76.5829
Estados Unidos,"Esperanza de vida al nacer, mujeres (años)",1999,79.4
Estados Unidos,"Esperanza de vida al nacer, varones (años)",1999,73.9
España,"Esperanza de vida al nacer, total (años)",1999,78.7171
España,"Esperanza de vida al nacer, mujeres (años)",1999,82.2
España,"Esperanza de vida al nacer, varones (años)",1999,75.4
Fiji,"Esperanza de vida al nacer, total (años)",1999,66.763
Fiji,"Esperanza de vida al nacer, mujeres (años)",1999,69.193
Fiji,"Esperanza de vida al nacer, varones (años)",1999,64.577
Finlandia,"Esperanza de vida al nacer, total (años)",1999,77.2912
Finlandia,"Esperanza de vida al nacer, mujeres (años)",1999,81.02
Finlandia,"Esperanza de vida al nacer, varones (años)",1999,73.74
Federación de Rusia,"Esperanza de vida al nacer, total (años)",1999,65.9822
Federación de Rusia,"Esperanza de vida al nacer, mujeres (años)",1999,72.4
Federación de Rusia,"Esperanza de vida al nacer, varones (años)",1999,59.87
Grecia,"Esperanza de vida al nacer, total (años)",1999,77.9878
Grecia,"Esperanza de vida al nacer, mujeres (años)",1999,80.6
Grecia,"Esperanza de vida al nacer, varones (años)",1999,75.5
India,"Esperanza de vida al nacer, total (años)",1999,62.207
India,"Esperanza de vida al nacer, mujeres (años)",1999,63.111
India,"Esperanza de vida al nacer, varones (años)",1999,61.351
Marruecos,"Esperanza de vida al nacer, total (años)",1999,66.406
Marruecos,"Esperanza de vida al nacer, mujeres (años)",1999,68.126
Marruecos,"Esperanza de vida al nacer, varones (años)",1999,64.777
México,"Esperanza de vida al nacer, total (años)",1999,73.225
México,"Esperanza de vida al nacer, mujeres (años)",1999,76.308
México,"Esperanza de vida al nacer, varones (años)",1999,70.227
Nepal,"Esperanza de vida al nacer, total (años)",1999,62.113
Nepal,"Esperanza de vida al nacer, mujeres (años)",1999,63.506
Nepal,"Esperanza de vida al nacer, varones (años)",1999,60.764
Níger,"Esperanza de vida al nacer, total (años)",1999,48.738
Níger,"Esperanza de vida al nacer, mujeres (años)",1999,49.15
Níger,"Esperanza de vida al nacer, varones (años)",1999,48.245
Países Bajos,"Esperanza de vida al nacer, total (años)",1999,77.8366
Países Bajos,"Esperanza de vida al nacer, mujeres (años)",1999,80.5
Países Bajos,"Esperanza de vida al nacer, varones (años)",1999,75.3
Nueva Zelandia,"Esperanza de vida al nacer, total (años)",1999,77.8902
Nueva Zelandia,"Esperanza de vida al nacer, mujeres (años)",1999,80.4
Nueva Zelandia,"Esperanza de vida al nacer, varones (años)",1999,75.5
Reino Unido,"Esperanza de vida al nacer, total (años)",1999,77.3902
Reino Unido,"Esperanza de vida al nacer, mujeres (años)",1999,79.9
Reino Unido,"Esperanza de vida al nacer, varones (años)",1999,75.0
Rwanda,"Esperanza de vida al nacer, total (años)",1999,44.616
Rwanda,"Esperanza de vida al nacer, mujeres (años)",1999,45.794
Rwanda,"Esperanza de vida al nacer, varones (años)",1999,43.38
Samoa,"Esperanza de vida al nacer, total (años)",1999,70.456
Samoa,"Esperanza de vida al nacer, mujeres (años)",1999,73.569
Samoa,"Esperanza de vida al nacer, varones (años)",1999,67.76
Sierra Leona,"Esperanza de vida al nacer, total (años)",1999,42.071
Sierra Leona,"Esperanza de vida al nacer, mujeres (años)",1999,45.379
Sierra Leona,"Esperanza de vida al nacer, varones (años)",1999,39.117
Sudáfrica,"Esperanza de vida al nacer, total (años)",1999,59.241
Sudáfrica,"Esperanza de vida al nacer, mujeres (años)",1999,62.008
Sudáfrica,"Esperanza de vida al nacer, varones (años)",1999,55.991
Singapur,"Esperanza de vida al nacer, total (años)",1999,77.5512
