país,factor_(serie),Año,Valor
Argentina,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,537.2746285714286
Argentina,Gasto de bolsillo per cápita (US$ actuales),1994,242.2972714285714
Argentina,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,338.817380952381
Australia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,3110.275166666667
Australia,Gasto de bolsillo per cápita (US$ actuales),1994,781.6286857142857
Australia,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,1221.0749714285714
Austria,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,3203.608552380952
Austria,Gasto de bolsillo per cápita (US$ actuales),1994,813.5738142857143
Austria,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,1168.0069476190477
Brasil,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,288.9528619047619
Brasil,Gasto de bolsillo per cápita (US$ actuales),1994,192.88300476190477
Brasil,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,379.5422952380953
Burkina Faso,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,9.894542857142858
Burkina Faso,Gasto de bolsillo per cápita (US$ actuales),1994,9.542680952380952
Burkina Faso,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,11.18
China,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,129.14010476190475
China,Gasto de bolsillo per cápita (US$ actuales),1994,94.82004285714285
China,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,112.74772380952379
Canadá,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,3061.9016181818183
Canadá,Gasto de bolsillo per cápita (US$ actuales),1994,641.2424818181818
Canadá,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,1244.6263727272728
Camboya,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,12.383047619047618
Camboya,Gasto de bolsillo per cápita (US$ actuales),1994,33.9236619047619
Camboya,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,37.5127
Chad,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,7.204238095238095
Chad,Gasto de bolsillo per cápita (US$ actuales),1994,18.952361904761904
Chad,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,20.3606
Dinamarca,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,4494.947240909091
Dinamarca,Gasto de bolsillo per cápita (US$ actuales),1994,738.0393227272727
Dinamarca,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,846.8881272727272
Ecuador,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,153.39195238095238
Ecuador,Gasto de bolsillo per cápita (US$ actuales),1994,122.45661904761904
Ecuador,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,140.48085238095237
Emiratos Árabes Unidos,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,856.5632190476191
Emiratos Árabes Unidos,Gasto de bolsillo per cápita (US$ actuales),1994,249.96917142857143
Emiratos Árabes Unidos,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,477.64606190476195
"Egipto, República Árabe de",Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,33.51206666666667
"Egipto, República Árabe de",Gasto de bolsillo per cápita (US$ actuales),1994,63.974171428571424
"Egipto, República Árabe de",Gasto interno privado en salud per cápita (US$ a precios actuales),1994,71.39645714285714
Cuba,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,559.2024
Cuba,Gasto de bolsillo per cápita (US$ actuales),1994,70.23637142857143
Cuba,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,70.23637142857143
Costa Rica,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,425.92859999999996
Costa Rica,Gasto de bolsillo per cápita (US$ actuales),1994,150.98631904761905
Costa Rica,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,176.69558571428573
Estados Unidos,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,3859.517180952381
Estados Unidos,Gasto de bolsillo per cápita (US$ actuales),1994,974.3015142857142
Estados Unidos,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,3973.752752380952
España,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,1675.9374857142857
España,Gasto de bolsillo per cápita (US$ actuales),1994,502.1264523809524
España,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,651.0275857142857
Fiji,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,94.25828571428572
Fiji,Gasto de bolsillo per cápita (US$ actuales),1994,24.695038095238097
Fiji,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,39.89297142857143
Finlandia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,3008.041695238095
Finlandia,Gasto de bolsillo per cápita (US$ actuales),1994,710.4102714285715
Finlandia,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,810.8462380952382
Federación de Rusia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,296.0573904761905
Federación de Rusia,Gasto de bolsillo per cápita (US$ actuales),1994,165.9586095238095
Federación de Rusia,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,183.81980476190478
Grecia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,1104.0007095238095
Grecia,Gasto de bolsillo per cápita (US$ actuales),1994,617.5511
Grecia,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,711.5203285714285
India,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,11.108814285714285
India,Gasto de bolsillo per cápita (US$ actuales),1994,26.663285714285713
India,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,30.25137619047619
Marruecos,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,53.006299999999996
Marruecos,Gasto de bolsillo per cápita (US$ actuales),1994,71.98580476190476
Marruecos,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,84.8078380952381
México,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,246.41723333333331
México,Gasto de bolsillo per cápita (US$ actuales),1994,234.4169619047619
México,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,263.418819047619
Nepal,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,6.032428571428572
Nepal,Gasto de bolsillo per cápita (US$ actuales),1994,16.780861904761906
Nepal,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,19.165857142857142
Níger,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,6.365495238095238
Níger,Gasto de bolsillo per cápita (US$ actuales),1994,11.578261904761904
Níger,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,12.520219047619047
Países Bajos,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,3053.6734619047616
Países Bajos,Gasto de bolsillo per cápita (US$ actuales),1994,456.9237619047619
Países Bajos,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,1468.3983333333333
Nueva Zelandia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,2274.0161476190474
Nueva Zelandia,Gasto de bolsillo per cápita (US$ actuales),1994,384.96901428571425
Nueva Zelandia,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,690.2301380952381
Reino Unido,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,3069.5029476190475
Reino Unido,Gasto de bolsillo per cápita (US$ actuales),1994,576.9184095238095
Reino Unido,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,734.4315761904761
Rwanda,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,11.249266666666667
Rwanda,Gasto de bolsillo per cápita (US$ actuales),1994,4.8647857142857145
Rwanda,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,9.297085714285714
Samoa,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,121.27991904761905
Samoa,Gasto de bolsillo per cápita (US$ actuales),1994,20.192766666666664
Samoa,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,21.64851428571429
Sierra Leona,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,5.532328571428572
Sierra Leona,Gasto de bolsillo per cápita (US$ actuales),1994,29.384961904761905
Sierra Leona,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,30.4580619047619
Sudáfrica,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,235.85677619047618
Sudáfrica,Gasto de bolsillo per cápita (US$ actuales),1994,37.632038095238094
Sudáfrica,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,206.10933333333335
Singapur,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,717.6240476190476
Singapur,Gasto de bolsillo per cápita (US$ actuales),1994,604.1685095238096
Singapur,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,951.0763238095238
Suiza,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,2390.9282619047617
Suiza,Gasto de bolsillo per cápita (US$ actuales),1994,1977.9282333333333
Suiza,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,5086.4719
Venezuela,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,215.08582380952382
Venezuela,Gasto de bolsillo per cápita (US$ actuales),1994,164.10497619047618
Venezuela,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,274.19580476190475
Colombia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,265.8628333333333
Colombia,Gasto de bolsillo per cápita (US$ actuales),1994,59.56955238095239
Colombia,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,105.15956190476192
Japón,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,3018.207638095238
Japón,Gasto de bolsillo per cápita (US$ actuales),1994,513.8053714285714
Japón,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,631.2838238095238
Kenya,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,19.009280952380955
Kenya,Gasto de bolsillo per cápita (US$ actuales),1994,16.61138095238095
Kenya,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,22.982057142857144
Noruega,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1994,5886.812004545455
Noruega,Gasto de bolsillo per cápita (US$ actuales),1994,1049.0970772727271
Noruega,Gasto interno privado en salud per cápita (US$ a precios actuales),1994,1070.962068181818
Afganistán,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,2.46361
Afganistán,Gasto de bolsillo per cápita (US$ actuales),1995,37.732205
Afganistán,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,37.80017
Alemania,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,3312.234576190476
Alemania,Gasto de bolsillo per cápita (US$ actuales),1995,581.818380952381
Alemania,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,1012.6097714285713
Argelia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,140.64696190476192
Argelia,Gasto de bolsillo per cápita (US$ actuales),1995,57.970419047619046
Argelia,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,61.20041428571428
Arabia Saudita,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,524.8199789473684
Arabia Saudita,Gasto de bolsillo per cápita (US$ actuales),1995,119.28836842105262
Arabia Saudita,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,230.47056315789473
Argentina,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,537.2746285714286
Argentina,Gasto de bolsillo per cápita (US$ actuales),1995,242.2972714285714
Argentina,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,338.817380952381
Australia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,3110.275166666667
Australia,Gasto de bolsillo per cápita (US$ actuales),1995,781.6286857142857
Australia,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,1221.0749714285714
Austria,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,3203.608552380952
Austria,Gasto de bolsillo per cápita (US$ actuales),1995,813.5738142857143
Austria,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,1168.0069476190477
Brasil,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,288.9528619047619
Brasil,Gasto de bolsillo per cápita (US$ actuales),1995,192.88300476190477
Brasil,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,379.5422952380953
Burkina Faso,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,9.894542857142858
Burkina Faso,Gasto de bolsillo per cápita (US$ actuales),1995,9.542680952380952
Burkina Faso,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,11.18
China,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,129.14010476190475
China,Gasto de bolsillo per cápita (US$ actuales),1995,94.82004285714285
China,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,112.74772380952379
Canadá,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,3061.9016181818183
Canadá,Gasto de bolsillo per cápita (US$ actuales),1995,641.2424818181818
Canadá,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,1244.6263727272728
Camboya,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,12.383047619047618
Camboya,Gasto de bolsillo per cápita (US$ actuales),1995,33.9236619047619
Camboya,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,37.5127
Chad,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,7.204238095238095
Chad,Gasto de bolsillo per cápita (US$ actuales),1995,18.952361904761904
Chad,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,20.3606
Dinamarca,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,4494.947240909091
Dinamarca,Gasto de bolsillo per cápita (US$ actuales),1995,738.0393227272727
Dinamarca,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,846.8881272727272
Ecuador,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,153.39195238095238
Ecuador,Gasto de bolsillo per cápita (US$ actuales),1995,122.45661904761904
Ecuador,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,140.48085238095237
Emiratos Árabes Unidos,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,856.5632190476191
Emiratos Árabes Unidos,Gasto de bolsillo per cápita (US$ actuales),1995,249.96917142857143
Emiratos Árabes Unidos,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,477.64606190476195
"Egipto, República Árabe de",Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,33.51206666666667
"Egipto, República Árabe de",Gasto de bolsillo per cápita (US$ actuales),1995,63.974171428571424
"Egipto, República Árabe de",Gasto interno privado en salud per cápita (US$ a precios actuales),1995,71.39645714285714
Cuba,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,559.2024
Cuba,Gasto de bolsillo per cápita (US$ actuales),1995,70.23637142857143
Cuba,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,70.23637142857143
Costa Rica,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,425.92859999999996
Costa Rica,Gasto de bolsillo per cápita (US$ actuales),1995,150.98631904761905
Costa Rica,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,176.69558571428573
Estados Unidos,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,3859.517180952381
Estados Unidos,Gasto de bolsillo per cápita (US$ actuales),1995,974.3015142857142
Estados Unidos,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,3973.752752380952
España,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,1675.9374857142857
España,Gasto de bolsillo per cápita (US$ actuales),1995,502.1264523809524
España,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,651.0275857142857
Fiji,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,94.25828571428572
Fiji,Gasto de bolsillo per cápita (US$ actuales),1995,24.695038095238097
Fiji,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,39.89297142857143
Finlandia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,3008.041695238095
Finlandia,Gasto de bolsillo per cápita (US$ actuales),1995,710.4102714285715
Finlandia,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,810.8462380952382
Federación de Rusia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,296.0573904761905
Federación de Rusia,Gasto de bolsillo per cápita (US$ actuales),1995,165.9586095238095
Federación de Rusia,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,183.81980476190478
Grecia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,1104.0007095238095
Grecia,Gasto de bolsillo per cápita (US$ actuales),1995,617.5511
Grecia,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,711.5203285714285
India,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,11.108814285714285
India,Gasto de bolsillo per cápita (US$ actuales),1995,26.663285714285713
India,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,30.25137619047619
Marruecos,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,53.006299999999996
Marruecos,Gasto de bolsillo per cápita (US$ actuales),1995,71.98580476190476
Marruecos,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,84.8078380952381
México,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,246.41723333333331
México,Gasto de bolsillo per cápita (US$ actuales),1995,234.4169619047619
México,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,263.418819047619
Nepal,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,6.032428571428572
Nepal,Gasto de bolsillo per cápita (US$ actuales),1995,16.780861904761906
Nepal,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,19.165857142857142
Níger,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,6.365495238095238
Níger,Gasto de bolsillo per cápita (US$ actuales),1995,11.578261904761904
Níger,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,12.520219047619047
Países Bajos,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,3053.6734619047616
Países Bajos,Gasto de bolsillo per cápita (US$ actuales),1995,456.9237619047619
Países Bajos,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,1468.3983333333333
Nueva Zelandia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,2274.0161476190474
Nueva Zelandia,Gasto de bolsillo per cápita (US$ actuales),1995,384.96901428571425
Nueva Zelandia,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,690.2301380952381
Reino Unido,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,3069.5029476190475
Reino Unido,Gasto de bolsillo per cápita (US$ actuales),1995,576.9184095238095
Reino Unido,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,734.4315761904761
Rwanda,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,11.249266666666667
Rwanda,Gasto de bolsillo per cápita (US$ actuales),1995,4.8647857142857145
Rwanda,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,9.297085714285714
Samoa,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,121.27991904761905
Samoa,Gasto de bolsillo per cápita (US$ actuales),1995,20.192766666666664
Samoa,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,21.64851428571429
Sierra Leona,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,5.532328571428572
Sierra Leona,Gasto de bolsillo per cápita (US$ actuales),1995,29.384961904761905
Sierra Leona,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,30.4580619047619
Sudáfrica,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,235.85677619047618
Sudáfrica,Gasto de bolsillo per cápita (US$ actuales),1995,37.632038095238094
Sudáfrica,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,206.10933333333335
Singapur,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,717.6240476190476
Singapur,Gasto de bolsillo per cápita (US$ actuales),1995,604.1685095238096
Singapur,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,951.0763238095238
Suiza,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,2390.9282619047617
Suiza,Gasto de bolsillo per cápita (US$ actuales),1995,1977.9282333333333
Suiza,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,5086.4719
Venezuela,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,215.08582380952382
Venezuela,Gasto de bolsillo per cápita (US$ actuales),1995,164.10497619047618
Venezuela,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,274.19580476190475
Colombia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,265.8628333333333
Colombia,Gasto de bolsillo per cápita (US$ actuales),1995,59.56955238095239
Colombia,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,105.15956190476192
Japón,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,3018.207638095238
Japón,Gasto de bolsillo per cápita (US$ actuales),1995,513.8053714285714
Japón,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,631.2838238095238
Kenya,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,19.009280952380955
Kenya,Gasto de bolsillo per cápita (US$ actuales),1995,16.61138095238095
Kenya,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,22.982057142857144
Noruega,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1995,5886.812004545455
Noruega,Gasto de bolsillo per cápita (US$ actuales),1995,1049.0970772727271
Noruega,Gasto interno privado en salud per cápita (US$ a precios actuales),1995,1070.962068181818
Afganistán,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,2.46361
Afganistán,Gasto de bolsillo per cápita (US$ actuales),1996,37.732205
Afganistán,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,37.80017
Alemania,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,3312.234576190476
Alemania,Gasto de bolsillo per cápita (US$ actuales),1996,581.818380952381
Alemania,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,1012.6097714285713
Argelia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,140.64696190476192
Argelia,Gasto de bolsillo per cápita (US$ actuales),1996,57.970419047619046
Argelia,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,61.20041428571428
Arabia Saudita,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,524.8199789473684
Arabia Saudita,Gasto de bolsillo per cápita (US$ actuales),1996,119.28836842105262
Arabia Saudita,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,230.47056315789473
Argentina,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,537.2746285714286
Argentina,Gasto de bolsillo per cápita (US$ actuales),1996,242.2972714285714
Argentina,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,338.817380952381
Australia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,3110.275166666667
Australia,Gasto de bolsillo per cápita (US$ actuales),1996,781.6286857142857
Australia,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,1221.0749714285714
Austria,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,3203.608552380952
Austria,Gasto de bolsillo per cápita (US$ actuales),1996,813.5738142857143
Austria,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,1168.0069476190477
Brasil,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,288.9528619047619
Brasil,Gasto de bolsillo per cápita (US$ actuales),1996,192.88300476190477
Brasil,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,379.5422952380953
Burkina Faso,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,9.894542857142858
Burkina Faso,Gasto de bolsillo per cápita (US$ actuales),1996,9.542680952380952
Burkina Faso,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,11.18
China,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,129.14010476190475
China,Gasto de bolsillo per cápita (US$ actuales),1996,94.82004285714285
China,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,112.74772380952379
Canadá,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,3061.9016181818183
Canadá,Gasto de bolsillo per cápita (US$ actuales),1996,641.2424818181818
Canadá,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,1244.6263727272728
Camboya,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,12.383047619047618
Camboya,Gasto de bolsillo per cápita (US$ actuales),1996,33.9236619047619
Camboya,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,37.5127
Chad,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,7.204238095238095
Chad,Gasto de bolsillo per cápita (US$ actuales),1996,18.952361904761904
Chad,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,20.3606
Dinamarca,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,4494.947240909091
Dinamarca,Gasto de bolsillo per cápita (US$ actuales),1996,738.0393227272727
Dinamarca,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,846.8881272727272
Ecuador,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,153.39195238095238
Ecuador,Gasto de bolsillo per cápita (US$ actuales),1996,122.45661904761904
Ecuador,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,140.48085238095237
Emiratos Árabes Unidos,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,856.5632190476191
Emiratos Árabes Unidos,Gasto de bolsillo per cápita (US$ actuales),1996,249.96917142857143
Emiratos Árabes Unidos,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,477.64606190476195
"Egipto, República Árabe de",Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,33.51206666666667
"Egipto, República Árabe de",Gasto de bolsillo per cápita (US$ actuales),1996,63.974171428571424
"Egipto, República Árabe de",Gasto interno privado en salud per cápita (US$ a precios actuales),1996,71.39645714285714
Cuba,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,559.2024
Cuba,Gasto de bolsillo per cápita (US$ actuales),1996,70.23637142857143
Cuba,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,70.23637142857143
Costa Rica,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,425.92859999999996
Costa Rica,Gasto de bolsillo per cápita (US$ actuales),1996,150.98631904761905
Costa Rica,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,176.69558571428573
Estados Unidos,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,3859.517180952381
Estados Unidos,Gasto de bolsillo per cápita (US$ actuales),1996,974.3015142857142
Estados Unidos,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,3973.752752380952
España,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,1675.9374857142857
España,Gasto de bolsillo per cápita (US$ actuales),1996,502.1264523809524
España,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,651.0275857142857
Fiji,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,94.25828571428572
Fiji,Gasto de bolsillo per cápita (US$ actuales),1996,24.695038095238097
Fiji,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,39.89297142857143
Finlandia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,3008.041695238095
Finlandia,Gasto de bolsillo per cápita (US$ actuales),1996,710.4102714285715
Finlandia,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,810.8462380952382
Federación de Rusia,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),1996,296.0573904761905
Federación de Rusia,Gasto de bolsillo per cápita (US$ actuales),1996,165.9586095238095
Federación de Rusia,Gasto interno privado en salud per cápita (US$ a precios actuales),1996,183.81980476190478
