país,codigo_pais,factor_(serie),codigo_serie,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Marruecos,MAR,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,13.7918,14.8014,16.8673,18.9562,21.7189,24.4434,40.5613,49.4719,59.7367,66.7112,67.1902,75.1724,74.3488,79.5782,72.972,63.1069,63.7261,66.1008,70.4457,71.8537,81.5774,,
Marruecos,MAR,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,29.2971,29.9973,34.1145,43.5652,52.1713,57.8436,64.6252,75.2927,86.3687,90.1645,93.6391,97.116,90.7542,92.8641,92.6105,79.5558,79.0477,79.8467,82.3539,81.7285,78.7453,,
Marruecos,MAR,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,40.3805,41.2664,45.9883,57.7137,67.985,71.9044,69.119,80.5185,92.159,96.0165,100.4172,102.7041,96.0935,99.5794,113.5102,97.6308,97.598,99.881,104.5128,104.0864,101.8999,,
México,MEX,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,145.5102,160.582,165.6471,171.8646,194.7179,205.1319,221.0152,245.5992,264.7907,231.8556,270.8124,301.3678,312.0318,339.2845,320.3562,291.3675,252.7444,260.2014,263.3517,271.7497,284.7801,,
México,MEX,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,168.0563,196.0719,210.9294,230.4698,240.5756,265.1272,277.4563,294.2435,280.2598,235.2606,234.6278,232.4825,238.9018,251.722,251.4051,229.092,203.9129,215.164,224.5139,233.6955,208.7883,,
México,MEX,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,176.2911,206.3987,222.3809,242.1753,253.3423,280.542,295.0488,314.8951,311.9247,264.9587,268.4531,269.3626,275.7967,291.9289,294.747,266.7975,240.1296,254.6883,267.2962,280.9545,253.6832,,
Nepal,NPL,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,1.2933,1.573,2.1059,1.8956,2.0674,2.6995,3.2756,3.1738,3.5285,4.2827,5.4057,6.1543,5.9392,5.7878,7.2803,7.7942,8.7849,11.1304,11.8774,13.1075,17.524,,
Nepal,NPL,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,4.6512,5.2622,5.4361,5.9575,6.6728,6.9693,5.8246,10.4775,11.6717,12.0888,16.7595,20.0802,19.0102,22.4977,25.3973,27.8484,26.2136,28.302,29.0929,30.5973,31.5873,,
Nepal,NPL,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,5.2505,5.9402,6.093,6.6649,7.5693,8.0999,6.8146,11.5602,12.6038,13.3909,20.282,24.5512,23.3965,25.4071,29.2113,32.3263,32.962,30.5923,31.6986,33.4335,34.6349,,
Níger,NER,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,2.1724,2.3251,2.689,2.8084,3.3112,6.0564,6.7959,5.7614,7.303,7.03,6.1718,6.4454,5.4482,7.3342,7.138,5.3479,5.4477,9.6999,10.0223,11.1425,13.2247,,
Níger,NER,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,5.4037,5.7796,6.3916,7.6044,8.3512,9.5182,9.8714,11.1808,13.0012,13.0977,12.9606,14.254,13.7216,13.8179,13.6097,13.2965,13.1232,13.8619,14.7306,14.3909,15.1768,,
Níger,NER,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,5.9543,6.3705,7.0462,8.3793,9.2094,10.512,10.9093,12.3447,14.356,14.4562,14.2934,15.5923,14.145,14.2075,14.4548,14.0608,13.6704,14.8379,16.5108,15.3168,16.297,,
Países Bajos,NLD,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,1397.5332,1512.2047,1777.2714,2272.3699,2526.0536,2611.3233,2692.8065,3093.5068,3636.7685,3595.125,3552.1231,3803.1018,3617.9916,3817.9222,3799.8474,3089.0415,3112.7248,3174.0694,3503.8029,3519.2972,4022.2579,,
Países Bajos,NLD,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,223.7427,227.7299,249.7022,311.6309,367.4775,377.9838,339.7621,370.4768,534.1386,479.1187,472.2194,527.4216,533.2569,638.1936,649.1222,527.8168,536.009,545.2146,575.2492,564.2665,544.866,,
Países Bajos,NLD,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,627.9118,660.8368,763.8433,968.0049,1158.5142,1207.5034,1385.4144,1601.8809,1744.9604,1686.7721,1638.6908,1757.7656,1665.7367,1713.3793,1801.17,1586.3391,1639.906,1759.7124,1825.483,1819.9553,1822.5846,,
Nueva Zelandia,NZL,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,785.8111,771.5478,937.3811,1216.8802,1527.7989,1767.1835,1780.0008,2146.4036,2213.3267,2109.1651,2531.1106,2880.8144,3027.4509,3117.1601,3246.633,2689.6906,2787.8569,2945.5476,2961.7105,3069.0056,3241.8601,,
Nueva Zelandia,NZL,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,162.0513,179.0899,200.8576,247.8789,279.7624,323.136,318.9962,310.0287,377.3485,335.3275,386.6988,442.4197,472.9693,496.6991,538.7854,481.2556,507.6455,530.0056,511.0885,495.9037,486.4011,,
Nueva Zelandia,NZL,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,269.1464,282.7501,313.5732,394.9305,455.4086,529.416,525.0608,560.4525,637.8598,604.6211,702.6805,776.0019,828.62,897.8304,946.1484,911.2293,951.5145,958.0436,996.2936,993.4388,959.8129,,
Reino Unido,GBR,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,1556.9736,1607.7769,1848.2548,2196.6448,2713.4334,2887.7674,3153.0507,3577.3292,3505.1537,3178.7273,3207.3583,3403.9401,3429.2254,3471.218,3792.6334,3574.7141,3265.3109,3158.7108,3386.1484,3421.8411,4123.3496,,
Reino Unido,GBR,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,364.9719,335.7865,346.6541,458.5703,505.2906,491.8966,536.5257,595.5964,600.6769,579.9643,593.867,629.0663,647.928,668.5585,731.5257,699.5438,636.0331,632.3403,691.3262,698.9161,670.2483,,
Reino Unido,GBR,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,476.0383,451.8495,470.9104,594.6155,659.1955,659.0215,713.5214,798.0529,801.3589,744.009,758.1961,804.3589,823.8928,845.4799,921.2105,871.8102,772.0372,771.136,840.9613,842.7766,802.6307,,
Rwanda,RWA,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,1.6482,1.6689,1.7806,5.7512,5.2119,5.2483,5.3088,7.4629,9.6062,10.6286,12.1135,14.3035,14.5096,15.3001,15.8957,15.444,16.2713,16.8619,18.0181,20.1993,23.002,,
Rwanda,RWA,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,2.4246,2.1942,2.0916,2.9613,4.3057,5.9736,3.8875,4.1969,4.7191,5.0155,5.3248,5.5742,5.823,5.873,6.1144,5.9449,5.7609,5.7135,6.1162,6.1975,5.9481,,
Rwanda,RWA,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,3.2244,3.0217,2.9807,4.2055,5.4946,7.2359,6.3929,7.5433,9.2089,10.1263,10.9716,11.8206,12.1911,11.2949,10.8904,12.7687,12.4983,12.464,13.3378,13.7979,13.7693,,
Samoa,WSM,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,49.9407,45.2516,54.435,54.7459,69.0274,82.427,93.191,101.2441,118.986,132.8289,138.6627,143.1309,153.2933,158.861,174.0459,167.8362,159.1951,165.9599,153.5185,183.7204,146.5768,,
Samoa,WSM,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,7.144,7.7842,9.5206,11.6795,13.4365,15.6971,16.9682,19.1854,22.196,21.4816,23.2255,25.8506,27.2017,27.1752,27.1484,24.3997,25.1851,25.0299,25.0643,25.6409,23.0337,,
Samoa,WSM,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,7.2104,8.567,10.5973,12.5763,14.4652,16.9037,18.2729,20.6563,23.8975,22.8841,24.736,27.5283,28.8879,28.8545,28.8127,26.279,27.1678,27.0193,27.0304,27.6145,24.6577,,
Sierra Leona,SLE,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,4.2055,5.6391,6.8404,5.6991,5.4906,4.9987,3.5183,3.903,2.6035,3.6579,5.0957,3.9561,5.3315,5.6955,9.3935,9.5283,9.5166,4.1225,3.9944,6.2763,6.7124,,
Sierra Leona,SLE,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,17.6376,17.5294,19.102,19.8679,19.2371,21.399,23.1529,26.599,30.682,30.4127,28.0604,41.3435,43.4051,51.4029,48.4497,43.5038,35.3932,24.8158,26.273,24.7317,24.0855,,
Sierra Leona,SLE,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,17.7539,17.6529,19.2362,20.0025,19.3726,21.5611,23.4261,26.7049,30.7912,30.5136,28.1529,41.4734,43.5579,51.6343,55.7473,49.5391,40.7436,25.587,26.6466,25.1042,24.418,,
Sudáfrica,ZAF,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,87.0322,68.9027,62.4481,114.301,143.9062,161.7697,198.3157,219.8569,211.6221,245.1854,322.4091,360.0105,338.4242,308.2915,304.3931,285.0148,262.2486,307.2137,325.8386,321.7221,304.0861,,
Sudáfrica,ZAF,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,34.3936,28.8541,24.5208,35.5457,43.3009,45.7491,44.6797,44.6355,39.5192,39.9765,50.2193,53.7991,50.5217,45.864,31.0292,28.6454,26.8069,31.319,33.1793,31.4808,26.233,,
Sudáfrica,ZAF,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,149.2622,134.049,117.2521,158.0797,201.7054,194.9682,196.7302,206.5918,199.2417,207.8611,257.7159,284.8347,272.4287,253.7611,233.9541,205.9918,191.6253,223.7319,236.953,222.5651,178.993,,
Singapur,SGP,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,287.9113,192.1691,233.1055,308.9639,275.4818,294.3784,329.7728,368.7386,476.9577,459.3133,533.6688,620.0059,717.2341,862.9614,985.5672,1072.9005,1160.3533,1254.5939,1320.9533,1461.325,1853.7492,,
Singapur,SGP,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,381.7817,383.0953,395.0132,403.8266,432.8399,446.1651,474.7686,533.6309,593.9592,570.0254,616.6489,659.9742,687.176,748.4071,728.6728,754.0231,800.5244,834.595,767.9045,803.6353,670.8715,,
Singapur,SGP,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,504.5146,496.9784,510.9737,524.3904,573.1001,598.0503,642.423,732.2545,801.5345,857.5217,953.7103,1050.3764,1107.7452,1206.406,1202.768,1206.1165,1290.5481,1344.7061,1320.553,1364.6851,1683.2469,,
Suiza,CHE,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,1016.9021,1127.7236,1320.9253,1576.1057,1732.2657,1761.6455,1736.134,1890.1506,2250.5377,2346.0252,2493.5882,3027.8831,3008.8598,3041.344,3074.4641,2985.3067,2925.7936,3031.386,3081.6693,3104.0176,3676.7657,,
Suiza,CHE,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,1104.9899,1133.5245,1223.4936,1436.4294,1612.9135,1540.1371,1551.2562,1682.2854,1886.8205,1912.008,2017.8372,2357.3113,2306.4463,2334.0582,2493.9543,2426.216,2508.2551,2536.6423,2761.9793,2445.087,2264.8478,,
Suiza,CHE,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,2542.9174,2635.6609,2890.8042,3442.4216,3876.4372,3912.295,3935.8471,4264.5523,4870.1145,4951.3545,5211.5874,6164.0754,5908.2599,6234.4546,6504.1822,6397.4844,6513.632,6574.9637,6788.9047,6562.964,6632.9969,,
Venezuela,VEN,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,161.3146,174.2315,130.313,122.4975,157.5353,153.5402,311.4625,336.5914,288.4581,301.7523,354.7631,334.8918,369.3366,268.3251,239.7762,221.9158,173.8544,226.3705,85.2163,42.0651,62.591,,
Venezuela,VEN,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,145.0885,160.8601,116.5484,83.8005,91.1457,120.7799,150.6836,202.8889,276.1033,346.8926,360.2942,271.104,242.55,217.7653,207.1448,122.4957,102.019,91.5039,61.0165,38.646,36.8736,,
Venezuela,VEN,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,190.2125,213.1381,152.338,120.517,133.2391,176.763,236.6529,314.7191,435.5435,575.6742,581.9719,445.7055,464.9023,427.8099,455.7105,268.2725,193.843,140.2534,80.0564,71.0649,79.7242,,
Colombia,COL,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,100.0875,103.6038,100.403,100.0789,117.0583,150.2863,172.5638,218.3416,262.3121,276.2712,326.5682,368.4276,381.8289,405.1128,413.0469,331.9061,314.5387,351.8638,370.3602,371.6743,346.7855,,
Colombia,COL,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,18.3851,18.4954,15.1414,11.1279,21.9028,34.3342,42.9305,59.485,78.8617,69.0737,76.8821,76.7725,97.6058,99.472,95.4937,72.1675,69.8234,76.0925,78.2499,73.8139,64.8496,,
Colombia,COL,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,34.1745,34.3757,30.2041,26.8513,40.1526,56.9793,65.1217,89.2507,115.6432,106.9754,125.3012,132.0698,161.8441,174.8008,173.6312,136.6824,132.6971,143.4333,146.7982,150.8749,130.4893,,
Japón,JPN,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,2216.861,2017.9971,1950.8433,2122.039,2318.2693,2349.9802,2221.3627,2261.3783,2617.966,3006.877,3337.9943,4276.5489,4394.1205,3671.822,3466.943,3157.2462,3529.3218,3493.5408,3592.0952,3682.4886,3696.6652,,
Japón,JPN,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,438.6937,393.4523,386.0113,448.1327,479.0785,453.7783,454.1667,431.8243,491.4741,560.7,593.6459,670.1162,679.1562,553.4813,530.4278,486.1743,539.8479,524.9738,557.2066,566.0176,551.5533,,
Japón,JPN,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,539.3822,474.4627,464.9726,531.7102,569.6688,545.2264,544.2252,521.881,607.297,691.8833,736.3454,830.3499,841.2953,685.8593,654.5872,597.6707,670.3914,654.8337,695.9012,707.5861,691.4307,,
Kenya,KEN,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,5.8959,6.2267,6.441,7.1239,7.0726,8.2201,9.4754,12.2799,14.2117,15.3161,17.0676,17.6513,20.975,22.8679,27.38,28.7939,31.7928,28.6856,32.6163,39.5731,39.5281,,
Kenya,KEN,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,10.0157,10.2023,9.9004,11.5732,12.268,13.9995,15.7869,18.0229,18.5434,17.4185,17.7845,17.7089,20.455,21.8149,21.3889,19.18,18.5662,15.5525,17.6778,20.9143,20.0652,,
Kenya,KEN,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,12.5372,12.7709,12.393,14.3,15.0353,17.0608,19.1966,22.9108,24.4812,23.7552,24.8881,24.4833,28.0125,29.6478,31.1618,29.734,30.4372,24.032,26.2807,30.5636,28.9412,,
Noruega,NOR,Gasto nacional en salud del gobierno general per cápita (US$ a precios actuales),SH.XPD.GHED.PC.CD,,,,,,,,,,,,,,2408.7609,2565.9776,3224.1906,3852.7586,4231.6741,4638.149,4911.31,5771.6595,6535.6435,6165.4854,6655.4814,7513.9678,7602.6454,7857.1947,7776.9154,6469.6495,6400.7,6652.8494,7089.2721,6863.6533,6604.0411,7717.8848,
Noruega,NOR,Gasto de bolsillo per cápita (US$ actuales),SH.XPD.OOPC.PC.CD,,,,,,,,,,,,,,529.0847,525.4938,654.5006,768.9508,854.424,933.4324,969.5466,1108.2665,1216.2375,1113.8763,1182.5799,1353.7312,1327.585,1348.6883,1311.0802,1069.9783,1069.8638,1134.2211,1155.4656,1114.5134,1070.7957,1267.82,
Noruega,NOR,Gasto interno privado en salud per cápita (US$ a precios actuales),SH.XPD.PVTD.PC.CD,,,,,,,,,,,,,,540.1707,533.0259,665.7688,779.8099,865.6699,946.5404,981.6773,1123.901,1228.2146,1132.6971,1200.0164,1386.4041,1367.4743,1384.0702,1341.4013,1095.9003,1096.069,1162.937,1182.5864,1143.6891,1100.4049,1302.7369,
